index,user_id,events,view_events,cart_events,remove_from_cart_events,purchase_events,revenue,first_event_time,last_event_time,cart_to_purchase_flag,cart_abandonment_flag,purchase_rate_per_event,recency_days,frequency,monetary,r_score,f_score,m_score,rfm_score,rfm_segment
3941,231719601,831,445,228,104,54,404.55,2019-10-01 13:02:58+00:00,2020-02-29 23:57:23+00:00,1,0,0.06498194945848375,0.0018055555555555555,54,404.55,5,5,5,15,Champions
3943,231745893,308,172,56,59,21,72.56,2019-10-30 05:06:45+00:00,2020-01-18 11:25:48+00:00,1,0,0.06818181818181818,42.52373842592593,21,72.56,3,5,4,12,Regular buyers
3946,231749408,120,53,33,23,11,35.05,2020-01-24 00:29:21+00:00,2020-02-12 21:38:43+00:00,1,0,0.09166666666666666,17.09810185185185,11,35.05,4,4,3,11,Regular buyers
3948,231761005,125,70,22,24,9,43.05,2019-10-02 23:17:02+00:00,2020-02-12 08:29:55+00:00,1,0,0.072,17.64587962962963,9,43.05,4,4,4,12,Champions
3950,231765394,152,77,37,3,35,126.91000000000001,2019-10-02 06:17:29+00:00,2020-02-18 07:41:29+00:00,1,0,0.23026315789473684,11.67951388888889,35,126.91000000000001,5,5,5,15,Champions
3955,231774003,48,14,18,8,8,95.82,2019-10-01 05:43:59+00:00,2020-02-12 08:26:16+00:00,1,0,0.16666666666666666,17.64841435185185,8,95.82,4,3,5,12,Regular buyers
3956,231777742,34,4,15,10,5,14.69,2019-10-07 13:48:35+00:00,2019-12-23 11:01:25+00:00,1,0,0.14705882352941177,68.5406712962963,5,14.69,2,2,2,6,Inactive buyers
3958,231781674,151,119,17,2,13,80.58,2019-10-07 13:05:35+00:00,2020-02-26 09:32:54+00:00,1,0,0.08609271523178808,3.6021412037037037,13,80.58,5,4,5,14,Champions
3961,231788147,147,17,67,11,52,282.16,2019-10-29 07:20:20+00:00,2020-02-25 08:49:16+00:00,1,0,0.35374149659863946,4.63244212962963,52,282.16,5,5,5,15,Champions
3965,231793656,69,11,51,3,4,15.2,2019-10-09 08:45:17+00:00,2019-12-25 09:21:44+00:00,1,0,0.057971014492753624,66.60989583333334,4,15.2,3,2,2,7,Regular buyers
3968,231798255,28,19,6,1,2,17.3,2019-11-04 10:17:04+00:00,2020-02-26 10:44:57+00:00,1,0,0.07142857142857142,3.5521064814814816,2,17.3,5,1,2,8,New buyers
3972,231805890,50,14,16,7,13,69.9,2019-12-01 17:46:31+00:00,2020-02-13 17:45:49+00:00,1,0,0.26,16.259837962962962,13,69.9,4,4,4,12,Champions
3979,231818489,67,2,27,22,16,36.94,2019-10-17 04:07:56+00:00,2019-10-19 06:47:00+00:00,1,0,0.23880597014925373,133.71734953703702,16,36.94,1,4,3,8,At-risk loyal buyers
3980,231819810,127,19,55,42,11,47.74,2019-11-07 20:51:39+00:00,2020-02-25 20:35:20+00:00,1,0,0.08661417322834646,4.142118055555556,11,47.74,5,4,4,13,Champions
3981,231820031,549,82,213,171,83,603.1600000000001,2019-10-04 20:34:41+00:00,2020-02-19 15:59:48+00:00,1,0,0.151183970856102,10.333460648148149,83,603.1600000000001,5,5,5,15,Champions
3984,231823042,335,88,125,50,72,263.29999999999995,2019-10-03 12:44:49+00:00,2020-02-28 13:58:56+00:00,1,0,0.21492537313432836,1.4173958333333334,72,263.29999999999995,5,5,5,15,Champions
3985,231823133,18,4,8,2,4,36.629999999999995,2020-01-29 08:57:21+00:00,2020-01-29 09:12:28+00:00,1,0,0.2222222222222222,31.61633101851852,4,36.629999999999995,4,2,3,9,New buyers
3987,231828962,15,0,3,8,4,26.66,2019-10-11 06:18:15+00:00,2019-10-11 09:25:35+00:00,1,0,0.26666666666666666,141.60722222222222,4,26.66,1,2,3,6,Inactive buyers
3991,231835422,341,301,20,1,19,59.66,2020-01-23 07:02:17+00:00,2020-02-28 08:25:11+00:00,1,0,0.05571847507331378,1.6491666666666667,19,59.66,5,5,4,14,Champions
3992,231837513,221,41,109,20,51,259.78000000000003,2019-10-04 08:00:23+00:00,2020-02-29 07:41:04+00:00,1,0,0.23076923076923078,0.6798032407407407,51,259.78000000000003,5,5,5,15,Champions
3994,231849089,403,165,127,34,77,334.77000000000004,2019-10-15 08:35:43+00:00,2020-02-01 15:55:18+00:00,1,0,0.19106699751861042,28.336585648148148,77,334.77000000000004,4,5,5,14,Champions
3995,231850412,164,91,36,2,35,165.85,2019-10-16 10:41:01+00:00,2020-02-25 14:24:34+00:00,1,0,0.21341463414634146,4.399594907407407,35,165.85,5,5,5,15,Champions
3997,231859849,281,246,19,3,13,252.08999999999997,2019-10-02 10:27:46+00:00,2019-12-02 07:01:56+00:00,1,0,0.046263345195729534,89.70697916666667,13,252.08999999999997,2,4,5,11,At-risk loyal buyers
4002,231867094,64,22,21,9,12,67.85,2019-11-25 19:59:31+00:00,2019-11-25 20:42:53+00:00,1,0,0.1875,96.136875,12,67.85,2,4,4,10,At-risk loyal buyers
4005,231871195,100,4,52,15,29,85.35,2019-12-08 15:14:16+00:00,2020-02-29 18:51:40+00:00,1,0,0.29,0.21410879629629628,29,85.35,5,5,5,15,Champions
4010,231879150,66,44,10,8,4,9.54,2019-10-13 19:38:01+00:00,2019-10-16 17:23:12+00:00,1,0,0.06060606060606061,136.2755439814815,4,9.54,1,2,1,4,Inactive buyers
4013,231883825,151,66,42,17,26,67.66999999999999,2019-10-07 11:11:26+00:00,2020-01-17 08:30:54+00:00,1,0,0.17218543046357615,43.64519675925926,26,67.66999999999999,3,5,4,12,Regular buyers
4014,231883951,57,28,14,5,10,42.800000000000004,2020-01-22 10:43:02+00:00,2020-02-13 13:37:25+00:00,1,0,0.17543859649122806,16.43233796296296,10,42.800000000000004,4,4,4,12,Champions
4016,231884127,293,222,48,15,8,12.93,2019-10-02 10:27:12+00:00,2020-02-27 12:03:07+00:00,1,0,0.027303754266211604,2.497824074074074,8,12.93,5,3,1,9,Regular buyers
4019,231886021,713,373,160,126,54,148.45999999999998,2019-10-03 07:10:40+00:00,2020-02-19 15:00:04+00:00,1,0,0.07573632538569425,10.37494212962963,54,148.45999999999998,5,5,5,15,Champions
4021,231890271,31,8,3,17,3,17.3,2019-12-03 07:01:19+00:00,2019-12-03 07:20:38+00:00,1,0,0.0967741935483871,88.69399305555555,3,17.3,2,2,2,6,Inactive buyers
4025,231891565,119,50,28,35,6,39.7,2019-10-09 08:40:32+00:00,2020-02-07 09:43:01+00:00,1,0,0.05042016806722689,22.59511574074074,6,39.7,4,3,3,10,Regular buyers
4028,231892300,97,57,16,16,8,41.5,2019-10-18 16:05:26+00:00,2019-10-28 13:25:21+00:00,1,0,0.08247422680412371,124.44071759259259,8,41.5,1,3,3,7,Regular buyers
4033,231898927,50,23,14,2,11,43.51,2019-10-24 05:43:55+00:00,2019-12-17 12:48:58+00:00,1,0,0.22,74.4659837962963,11,43.51,2,4,4,10,At-risk loyal buyers
4038,231905221,35,13,10,2,10,130.18,2020-01-22 14:27:19+00:00,2020-01-22 14:59:44+00:00,1,0,0.2857142857142857,38.37517361111111,10,130.18,3,4,5,12,Regular buyers
4042,231910771,86,30,27,11,18,65.64999999999999,2019-11-14 10:17:50+00:00,2020-02-24 11:04:25+00:00,1,0,0.20930232558139536,5.538587962962963,18,65.64999999999999,5,5,4,14,Champions
4045,231912823,189,71,58,54,6,15.74,2019-10-09 12:56:20+00:00,2020-02-10 13:20:46+00:00,1,0,0.031746031746031744,19.44390046296296,6,15.74,4,3,2,9,Regular buyers
4048,231919128,36,1,18,13,4,29.810000000000002,2019-11-07 13:08:00+00:00,2019-11-07 14:16:26+00:00,1,0,0.1111111111111111,114.40524305555556,4,29.810000000000002,1,2,3,6,Inactive buyers
4050,231924420,64,14,41,8,1,16.67,2020-01-28 11:10:08+00:00,2020-02-20 05:27:36+00:00,1,0,0.015625,9.772488425925927,1,16.67,5,1,2,8,New buyers
4057,231949596,593,136,214,236,7,40.95,2019-10-04 16:02:46+00:00,2020-02-07 11:21:15+00:00,1,0,0.011804384485666104,22.52689814814815,7,40.95,4,3,3,10,Regular buyers
4060,231961259,4,0,0,0,4,40.879999999999995,2019-12-06 06:34:08+00:00,2019-12-06 06:34:08+00:00,0,0,1.0,85.72628472222222,4,40.879999999999995,2,2,3,7,Inactive buyers
4061,231961733,7,1,4,0,2,37.3,2019-10-11 14:01:42+00:00,2020-02-11 12:02:58+00:00,1,0,0.2857142857142857,18.49792824074074,2,37.3,4,1,3,8,New buyers
4062,231961872,490,238,147,67,38,104.72999999999999,2019-11-22 13:53:28+00:00,2020-02-28 15:52:48+00:00,1,0,0.07755102040816327,1.3383217592592593,38,104.72999999999999,5,5,5,15,Champions
4063,231962453,32,12,14,0,6,22.71,2019-10-15 09:30:13+00:00,2020-02-14 13:20:00+00:00,1,0,0.1875,15.44443287037037,6,22.71,4,3,2,9,Regular buyers
4070,231981700,1,0,0,0,1,25.24,2019-11-04 18:14:31+00:00,2019-11-04 18:14:31+00:00,0,0,1.0,117.2399074074074,1,25.24,1,1,3,5,Inactive buyers
4071,231982497,14,1,6,4,3,19.369999999999997,2019-11-07 02:07:10+00:00,2019-11-07 02:15:30+00:00,1,0,0.21428571428571427,114.9058912037037,3,19.369999999999997,1,2,2,5,Inactive buyers
4072,231984909,7,0,3,2,2,21.9,2019-11-04 18:26:41+00:00,2019-11-04 18:35:25+00:00,1,0,0.2857142857142857,117.22539351851852,2,21.9,1,1,2,4,Inactive buyers
4080,231998917,280,113,69,68,30,104.53,2019-10-09 19:02:45+00:00,2020-02-03 18:47:49+00:00,1,0,0.10714285714285714,26.216782407407408,30,104.53,4,5,5,14,Champions
4084,232004262,31,10,13,2,6,103.51,2019-10-01 12:40:28+00:00,2019-12-16 15:23:03+00:00,1,0,0.1935483870967742,75.35898148148148,6,103.51,2,3,5,10,Regular buyers
4094,232023638,46,20,13,6,7,36.02,2020-01-07 09:45:44+00:00,2020-01-07 10:34:13+00:00,1,0,0.15217391304347827,53.559560185185184,7,36.02,3,3,3,9,Regular buyers
4096,232032524,38,9,11,16,2,38.74,2019-10-07 12:53:15+00:00,2020-01-29 18:45:38+00:00,1,0,0.05263157894736842,31.218298611111113,2,38.74,4,1,3,8,New buyers
4097,232037053,708,24,284,329,71,191.22,2019-10-05 20:54:00+00:00,2019-12-01 21:22:21+00:00,1,0,0.10028248587570622,90.1094675925926,71,191.22,2,5,5,12,At-risk loyal buyers
4100,232043056,226,43,118,11,54,197.89,2019-10-03 03:17:35+00:00,2020-02-25 19:16:14+00:00,1,0,0.23893805309734514,4.197048611111111,54,197.89,5,5,5,15,Champions
4102,232047705,35,3,17,0,15,98.41,2020-01-11 17:10:22+00:00,2020-02-09 10:21:49+00:00,1,0,0.42857142857142855,20.568171296296295,15,98.41,4,4,5,13,Champions
4107,232054981,73,9,37,10,17,50.28,2019-10-01 09:51:32+00:00,2020-02-11 19:12:12+00:00,1,0,0.2328767123287671,18.199849537037036,17,50.28,4,5,4,13,Champions
4111,232056238,49,0,24,7,18,115.75999999999999,2019-10-01 10:34:44+00:00,2020-01-18 07:59:04+00:00,1,0,0.3673469387755102,42.66730324074074,18,115.75999999999999,3,5,5,13,Regular buyers
4117,232072294,11,3,4,2,2,10.0,2019-12-09 15:43:20+00:00,2019-12-18 19:47:28+00:00,1,0,0.18181818181818182,73.1753587962963,2,10.0,2,1,1,4,Inactive buyers
4118,232072842,126,11,66,7,42,243.83999999999997,2019-10-10 06:01:06+00:00,2020-02-24 17:08:10+00:00,1,0,0.3333333333333333,5.285983796296296,42,243.83999999999997,5,5,5,15,Champions
4124,232081367,323,64,131,79,49,258.07,2019-10-06 12:39:50+00:00,2020-01-20 14:18:04+00:00,1,0,0.15170278637770898,40.4041087962963,49,258.07,3,5,5,13,Regular buyers
4125,232083594,138,43,44,16,35,170.65,2019-10-07 13:39:21+00:00,2020-02-25 12:07:10+00:00,1,0,0.2536231884057971,4.495011574074074,35,170.65,5,5,5,15,Champions
4133,232096733,80,12,29,7,32,218.20999999999998,2019-10-18 07:08:29+00:00,2020-02-19 07:11:04+00:00,1,0,0.4,10.700636574074075,32,218.20999999999998,5,5,5,15,Champions
4136,232104776,107,72,17,2,16,64.15,2019-11-17 18:34:38+00:00,2020-01-29 23:37:59+00:00,1,0,0.14953271028037382,31.01527777777778,16,64.15,4,4,4,12,Champions
4140,232129705,93,29,42,15,7,28.4,2019-10-10 04:42:39+00:00,2020-02-19 17:38:26+00:00,1,0,0.07526881720430108,10.264965277777778,7,28.4,5,3,3,11,Regular buyers
4144,232138229,142,60,35,26,21,64.62,2019-10-01 19:13:07+00:00,2020-02-01 11:44:30+00:00,1,0,0.14788732394366197,28.510752314814816,21,64.62,4,5,4,13,Champions
4146,232144831,82,31,18,23,10,59.62,2019-10-02 18:57:04+00:00,2020-02-05 03:54:02+00:00,1,0,0.12195121951219512,24.837465277777778,10,59.62,4,4,4,12,Champions
4151,232151975,472,240,116,23,93,537.76,2019-10-02 16:31:09+00:00,2020-02-11 18:12:32+00:00,1,0,0.19703389830508475,18.241284722222222,93,537.76,4,5,5,14,Champions
4159,232167330,134,28,54,37,15,90.68,2019-11-09 05:32:16+00:00,2020-02-28 06:05:19+00:00,1,0,0.11194029850746269,1.7462962962962962,15,90.68,5,4,5,14,Champions
4164,232191231,14,5,8,0,1,22.46,2019-11-22 09:48:35+00:00,2020-02-12 14:17:31+00:00,1,0,0.07142857142857142,17.40449074074074,1,22.46,4,1,2,7,New buyers
4171,232205935,28,14,7,5,2,44.45,2019-10-07 10:00:50+00:00,2019-12-12 09:36:01+00:00,1,0,0.07142857142857142,79.59997685185185,2,44.45,2,1,4,7,Inactive buyers
4173,232218841,67,40,15,5,7,29.49,2019-10-21 11:55:14+00:00,2019-11-20 12:49:47+00:00,1,0,0.1044776119402985,101.46541666666667,7,29.49,1,3,3,7,Regular buyers
4182,232238761,239,87,70,41,41,186.68,2019-10-07 20:24:34+00:00,2019-12-22 07:43:47+00:00,1,0,0.17154811715481172,69.67791666666666,41,186.68,2,5,5,12,At-risk loyal buyers
4189,232262134,82,21,24,30,7,49.96,2019-10-02 05:03:49+00:00,2019-12-23 18:59:41+00:00,1,0,0.08536585365853659,68.20854166666666,7,49.96,2,3,4,9,Regular buyers
4191,232272449,20,16,3,0,1,12.68,2019-10-01 08:08:49+00:00,2020-02-14 07:01:48+00:00,1,0,0.05,15.707071759259259,1,12.68,4,1,1,6,New buyers
4192,232273004,245,39,117,32,57,270.65000000000003,2019-10-07 14:52:54+00:00,2020-02-25 12:55:43+00:00,1,0,0.23265306122448978,4.461296296296296,57,270.65000000000003,5,5,5,15,Champions
4195,232285066,25,16,4,2,3,12.030000000000001,2019-12-21 09:27:59+00:00,2019-12-21 10:34:29+00:00,1,0,0.12,70.559375,3,12.030000000000001,2,2,1,5,Inactive buyers
4206,232351101,111,79,16,13,3,11.09,2019-11-05 12:15:44+00:00,2020-02-18 18:05:35+00:00,1,0,0.02702702702702703,11.24611111111111,3,11.09,5,2,1,8,New buyers
4208,232355126,102,90,3,7,2,29.36,2019-11-30 03:03:34+00:00,2020-02-29 17:11:49+00:00,1,0,0.0196078431372549,0.28344907407407405,2,29.36,5,1,3,9,New buyers
4217,232389438,108,76,15,10,7,42.63,2019-10-21 13:50:18+00:00,2019-10-24 15:34:54+00:00,1,0,0.06481481481481481,128.35075231481483,7,42.63,1,3,4,8,Regular buyers
4229,232441957,46,15,16,14,1,66.67,2019-11-08 22:17:19+00:00,2020-02-12 08:10:16+00:00,1,0,0.021739130434782608,17.659525462962964,1,66.67,4,1,4,9,High-value occasional buyers
4230,232442462,88,45,21,15,7,18.8,2019-10-28 05:01:28+00:00,2020-01-05 01:32:17+00:00,1,0,0.07954545454545454,55.93590277777778,7,18.8,3,3,2,8,Regular buyers
4231,232443262,46,1,27,6,12,67.66,2020-01-24 13:24:26+00:00,2020-01-24 14:08:55+00:00,1,0,0.2608695652173913,36.41046296296296,12,67.66,3,4,4,11,Regular buyers
4236,232454012,9,3,4,0,2,49.36,2019-12-24 12:37:38+00:00,2020-01-28 18:36:48+00:00,1,0,0.2222222222222222,32.22443287037037,2,49.36,4,1,4,9,High-value occasional buyers
4241,232460230,123,38,42,25,18,105.78,2019-10-10 16:58:36+00:00,2020-02-25 20:26:26+00:00,1,0,0.14634146341463414,4.1482986111111115,18,105.78,5,5,5,15,Champions
4243,232464734,66,37,15,5,9,124.42,2019-10-21 20:24:19+00:00,2020-01-21 19:46:55+00:00,1,0,0.13636363636363635,39.17574074074074,9,124.42,3,4,5,12,Regular buyers
4244,232468493,453,268,69,106,10,76.59,2019-10-07 17:08:35+00:00,2020-02-15 16:12:34+00:00,1,0,0.02207505518763797,14.324594907407407,10,76.59,4,4,5,13,Champions
4246,232474402,56,29,16,5,6,36.19,2019-11-05 17:54:25+00:00,2020-02-25 15:44:29+00:00,1,0,0.10714285714285714,4.3440972222222225,6,36.19,5,3,3,11,Regular buyers
4253,232501653,476,129,236,27,84,472.55,2019-10-04 05:45:03+00:00,2020-02-13 01:02:52+00:00,1,0,0.17647058823529413,16.95633101851852,84,472.55,4,5,5,14,Champions
4259,232539128,897,244,286,306,61,254.32999999999998,2019-10-01 05:01:22+00:00,2020-02-28 19:54:36+00:00,1,0,0.06800445930880714,1.1704050925925926,61,254.32999999999998,5,5,5,15,Champions
4267,232558200,60,32,17,0,11,29.89,2019-11-13 11:28:21+00:00,2020-02-27 13:54:19+00:00,1,0,0.18333333333333332,2.4206018518518517,11,29.89,5,4,3,12,Regular buyers
4269,232568838,41,30,4,4,3,23.38,2019-10-07 07:10:42+00:00,2020-02-07 14:09:09+00:00,1,0,0.07317073170731707,22.410300925925927,3,23.38,4,2,2,8,New buyers
4270,232572214,135,101,21,9,4,15.87,2019-10-04 16:21:22+00:00,2020-02-19 16:08:07+00:00,1,0,0.02962962962962963,10.327685185185185,4,15.87,5,2,2,9,New buyers
4271,232572995,179,86,48,35,10,61.190000000000005,2019-10-21 20:32:51+00:00,2020-02-22 19:40:43+00:00,1,0,0.055865921787709494,7.180046296296296,10,61.190000000000005,5,4,4,13,Champions
4272,232576962,332,141,96,36,59,356.71,2019-10-04 09:22:34+00:00,2019-12-20 12:05:02+00:00,1,0,0.17771084337349397,71.49649305555556,59,356.71,2,5,5,12,At-risk loyal buyers
4273,232578640,41,9,16,11,5,52.91,2019-10-18 16:31:39+00:00,2019-11-09 18:10:07+00:00,1,0,0.12195121951219512,112.24296296296296,5,52.91,1,2,4,7,Inactive buyers
4274,232579427,72,8,32,17,15,136.31,2019-12-19 20:18:12+00:00,2020-02-06 15:35:47+00:00,1,0,0.20833333333333334,23.35013888888889,15,136.31,4,4,5,13,Champions
4285,232608891,45,6,31,5,3,1.6,2019-11-08 09:20:10+00:00,2019-12-12 11:29:26+00:00,1,0,0.06666666666666667,79.52121527777778,3,1.6,2,2,1,5,Inactive buyers
4286,232610802,315,43,182,83,7,12.86,2019-11-05 16:36:22+00:00,2020-01-31 21:14:45+00:00,1,0,0.022222222222222223,29.114745370370372,7,12.86,4,3,1,8,Regular buyers
4287,232610898,32,18,7,1,6,45.6,2019-12-04 12:50:11+00:00,2020-02-15 07:13:04+00:00,1,0,0.1875,14.699247685185185,6,45.6,4,3,4,11,Regular buyers
4294,232637486,135,17,78,12,28,77.16999999999999,2019-10-14 19:36:30+00:00,2020-02-09 16:15:58+00:00,1,0,0.2074074074074074,20.322233796296295,28,77.16999999999999,4,5,5,14,Champions
4296,232641768,53,26,15,6,6,16.83,2019-10-02 15:18:58+00:00,2020-02-20 10:50:12+00:00,1,0,0.11320754716981132,9.548460648148149,6,16.83,5,3,2,10,Regular buyers
4306,232667711,60,18,22,16,4,22.88,2019-12-08 08:54:30+00:00,2020-01-23 16:37:26+00:00,1,0,0.06666666666666667,37.30732638888889,4,22.88,3,2,2,7,Regular buyers
4310,232668467,245,148,53,23,21,192.93,2019-10-18 14:11:13+00:00,2020-02-06 16:13:12+00:00,1,0,0.08571428571428572,23.324155092592594,21,192.93,4,5,5,14,Champions
4313,232668954,68,38,19,2,9,59.519999999999996,2019-10-09 09:00:31+00:00,2020-02-11 06:34:57+00:00,1,0,0.1323529411764706,18.72571759259259,9,59.519999999999996,4,4,4,12,Champions
4315,232675938,78,32,21,19,6,32.0,2019-10-01 07:35:15+00:00,2020-02-14 11:04:37+00:00,1,0,0.07692307692307693,15.538449074074075,6,32.0,4,3,3,10,Regular buyers
4317,232677852,77,38,19,14,6,43.81,2019-11-20 15:21:50+00:00,2020-01-07 16:20:28+00:00,1,0,0.07792207792207792,53.3191087962963,6,43.81,3,3,4,10,Regular buyers
4320,232678419,67,55,6,3,3,16.45,2019-11-23 18:42:18+00:00,2020-02-15 21:08:21+00:00,1,0,0.04477611940298507,14.119189814814815,3,16.45,4,2,2,8,New buyers
4325,232688143,22,0,10,4,8,11.4,2019-11-29 08:37:06+00:00,2019-11-29 08:56:51+00:00,1,0,0.36363636363636365,92.62717592592593,8,11.4,2,3,1,6,Regular buyers
4332,232700948,130,60,31,31,8,26.54,2019-11-07 19:31:30+00:00,2019-12-28 10:01:00+00:00,1,0,0.06153846153846154,63.582627314814815,8,26.54,3,3,3,9,Regular buyers
4335,232701853,1000,277,357,264,102,452.23,2019-10-01 19:37:05+00:00,2020-02-29 18:11:21+00:00,1,0,0.102,0.24210648148148148,102,452.23,5,5,5,15,Champions
4341,232711005,5,1,2,1,1,13.97,2019-11-13 12:57:15+00:00,2019-11-13 12:58:48+00:00,1,0,0.2,108.4591550925926,1,13.97,1,1,1,3,Inactive buyers
4343,232711988,80,64,8,0,8,27.95,2019-10-01 16:48:40+00:00,2020-02-04 16:32:27+00:00,1,0,0.1,25.310787037037038,8,27.95,4,3,3,10,Regular buyers
4353,232723518,1661,843,350,437,31,112.27000000000001,2019-10-04 18:00:32+00:00,2020-02-29 14:58:38+00:00,1,0,0.018663455749548464,0.3759375,31,112.27000000000001,5,5,5,15,Champions
4354,232724738,735,132,302,208,93,258.06000000000006,2019-10-06 08:14:08+00:00,2020-02-23 13:39:17+00:00,1,0,0.12653061224489795,6.431041666666666,93,258.06000000000006,5,5,5,15,Champions
4355,232727428,33,1,21,0,11,94.25999999999999,2020-02-03 16:57:05+00:00,2020-02-04 07:24:26+00:00,1,0,0.3333333333333333,25.691354166666667,11,94.25999999999999,4,4,5,13,Champions
4357,232728553,685,225,215,194,51,176.76,2019-10-22 21:27:16+00:00,2020-02-27 17:38:06+00:00,1,0,0.07445255474452554,2.2651967592592595,51,176.76,5,5,5,15,Champions
4360,232732825,342,120,100,117,5,9.73,2019-10-05 16:40:20+00:00,2020-02-05 02:35:05+00:00,1,0,0.014619883040935672,24.892291666666665,5,9.73,4,2,1,7,New buyers
4364,232748314,110,37,37,19,17,90.51,2020-01-21 22:35:00+00:00,2020-02-08 15:02:01+00:00,1,0,0.15454545454545454,21.37358796296296,17,90.51,4,5,5,14,Champions
4365,232752813,319,125,103,31,60,429.08,2019-10-05 08:14:29+00:00,2020-02-27 16:00:32+00:00,1,0,0.18808777429467086,2.332951388888889,60,429.08,5,5,5,15,Champions
4366,232755161,108,61,18,15,14,102.96000000000001,2019-10-06 19:38:38+00:00,2020-02-10 21:38:19+00:00,1,0,0.12962962962962962,19.09837962962963,14,102.96000000000001,4,4,5,13,Champions
4372,232765597,23,9,7,0,7,36.68,2019-12-09 14:25:50+00:00,2019-12-09 19:48:08+00:00,1,0,0.30434782608695654,82.17489583333334,7,36.68,2,3,3,8,Regular buyers
4376,232774224,464,97,144,215,8,45.36,2019-11-28 12:41:35+00:00,2020-02-27 13:52:14+00:00,1,0,0.017241379310344827,2.4220486111111112,8,45.36,5,3,4,12,Regular buyers
4379,232781138,28,5,12,1,10,27.7,2019-12-20 08:01:18+00:00,2019-12-20 08:49:33+00:00,1,0,0.35714285714285715,71.63224537037037,10,27.7,2,4,3,9,At-risk loyal buyers
4383,232790821,150,63,50,21,16,118.13,2019-10-17 10:52:11+00:00,2020-02-28 08:21:58+00:00,1,0,0.10666666666666667,1.651400462962963,16,118.13,5,4,5,14,Champions
4385,232793054,256,27,121,68,40,61.98,2019-10-07 17:16:17+00:00,2020-02-13 20:05:58+00:00,1,0,0.15625,16.162511574074074,40,61.98,4,5,4,13,Champions
4396,232830373,45,23,11,1,10,17.3,2019-12-21 14:29:40+00:00,2020-01-05 10:56:32+00:00,1,0,0.2222222222222222,55.5440625,10,17.3,3,4,2,9,Regular buyers
4398,232835524,17,4,6,4,3,9.21,2019-11-05 08:43:36+00:00,2019-11-05 09:00:35+00:00,1,0,0.17647058823529413,116.62458333333333,3,9.21,1,2,1,4,Inactive buyers
4399,232835769,281,92,90,42,57,297.31,2019-10-02 19:00:25+00:00,2020-02-27 20:14:44+00:00,1,0,0.20284697508896798,2.1564236111111112,57,297.31,5,5,5,15,Champions
4400,232839189,38,2,14,14,8,68.75,2019-12-18 05:13:07+00:00,2019-12-18 05:39:18+00:00,1,0,0.21052631578947367,73.76436342592592,8,68.75,2,3,4,9,Regular buyers
4402,232844461,120,68,22,24,6,41.53,2019-10-02 19:31:17+00:00,2020-01-12 17:49:54+00:00,1,0,0.05,48.25700231481481,6,41.53,3,3,3,9,Regular buyers
4404,232847583,85,11,37,10,27,195.82000000000002,2019-10-15 19:29:18+00:00,2020-02-26 13:26:14+00:00,1,0,0.3176470588235294,3.4401041666666665,27,195.82000000000002,5,5,5,15,Champions
4420,232867245,99,44,28,18,9,17.299999999999997,2019-10-07 15:33:40+00:00,2020-02-22 07:38:19+00:00,1,0,0.09090909090909091,7.681712962962963,9,17.299999999999997,5,4,2,11,Regular buyers
4423,232873012,27,8,13,2,4,11.84,2019-11-04 21:37:41+00:00,2020-02-26 17:39:26+00:00,1,0,0.14814814814814814,3.2642708333333332,4,11.84,5,2,1,8,New buyers
4431,232913694,135,73,22,11,29,112.91999999999999,2019-10-23 09:52:43+00:00,2020-02-28 12:49:58+00:00,1,0,0.21481481481481482,1.465289351851852,29,112.91999999999999,5,5,5,15,Champions
4437,232927191,28,6,11,5,6,47.370000000000005,2019-11-07 11:18:38+00:00,2019-11-08 11:05:25+00:00,1,0,0.21428571428571427,113.53789351851852,6,47.370000000000005,1,3,4,8,Regular buyers
4440,232933457,38,10,19,3,6,51.21,2019-10-22 16:03:53+00:00,2019-10-30 04:22:00+00:00,1,0,0.15789473684210525,122.81804398148148,6,51.21,1,3,4,8,Regular buyers
4447,232989105,60,6,26,18,10,31.84,2019-10-11 15:03:07+00:00,2020-01-30 09:42:52+00:00,1,0,0.16666666666666666,30.595219907407408,10,31.84,4,4,3,11,Regular buyers
4453,232998115,36,0,17,11,8,57.79,2019-10-17 17:30:12+00:00,2019-10-17 20:11:07+00:00,1,0,0.2222222222222222,135.1589351851852,8,57.79,1,3,4,8,Regular buyers
4454,232998572,60,16,26,8,10,47.85,2019-10-18 19:51:17+00:00,2020-01-27 20:19:16+00:00,1,0,0.16666666666666666,33.15327546296297,10,47.85,3,4,4,11,Regular buyers
4460,233018872,7,1,3,0,3,14.76,2020-01-31 09:18:47+00:00,2020-02-01 20:23:49+00:00,1,0,0.42857142857142855,28.15011574074074,3,14.76,4,2,2,8,New buyers
4463,233022877,100,1,57,10,32,178.85000000000002,2020-01-07 02:19:49+00:00,2020-02-25 09:45:10+00:00,1,0,0.32,4.593622685185185,32,178.85000000000002,5,5,5,15,Champions
4466,233041960,239,138,49,22,30,193.17,2019-10-02 07:01:16+00:00,2019-10-22 07:08:21+00:00,1,0,0.12552301255230125,130.70252314814815,30,193.17,1,5,5,11,At-risk loyal buyers
4478,233085546,413,108,119,143,43,164.58999999999997,2019-10-01 11:31:47+00:00,2020-02-22 12:25:55+00:00,1,0,0.10411622276029056,7.48199074074074,43,164.58999999999997,5,5,5,15,Champions
